id,figure_id,code_name,character_key,alt_name,version,variant,variant_lookup,display_name,full_name,specialty,faction_id,sub_group_id,series_id,year_promoted,year_released,year_discontinued,release_context,is_mail_away,mail_in_notes,is_vehicle_driver,vehicle,notes,image_url_primary,image_url_detail,created_at,updated_at,master_target,master_notes
389,F482,Budo,,,2,,,Budo v2 ,"Jesso, Kyle A.",Infantry,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
390,F483,Bullet-Proof,,,2,,,Bullet-Proof v2 ,"Morris, Earl S.",Battle Corps Leader,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
391,F484,Bushido,,,1,,,Bushido v1 ,"Goldfine, Lloyd S.",Cold Weather Specialist,1,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
392,F485,Chun Li,,,1,,,Chun Li v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
393,F486,Chun Li,,Championship Edition Chun Li,2,,,Chun Li v2 ,,,1,,13,,,,retail,0,,1,Beast Blaster,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
394,F487,Clutch,,Mega Marine Clutch,3,,,Clutch v3 A,"Steinberg, Lance J.",Transportation Engineer,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
395,F489,Cobra Commander,,,6,,,Cobra Commander v6 ,,,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
396,F490,Colonel Courage,,,1,,,Colonel Courage v1 ,"Mewett, Cliff V.",Administrative Strategist,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
397,F491,Countdown,,Star Brigade Countdown,2,,,Countdown v2 ,"Dubosky, David D.",Astronaut/Fighter Pilot,1,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
398,F492,Crimson Guard Commander,,,1,,,Crimson Guard Commander v1 ,,,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
399,F493,Cross-Country,,,2,,,Cross-Country v2 ,"Blais, Robert M.",Battle Wagon Driver,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
400,F494,Cutter,,,3,,,Cutter v3 ,"Stone, Skip A.",Vehicle Operations Specialist,1,10,13,,,,retail,0,,1,Shark 9000,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
401,F495,Cyber-Vipers,,Cyber-Viper,1,,,Cyber-Vipers v1 ,,Cybernetic Operations,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
402,F496,Dee-Jay,,Arctic Commando Dee-Jay,2,,,Dee-Jay v2 ,"Rossi III, Thomas R.",Radio Telephone Operator,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
403,F497,Deep Six,,,4,,,Deep Six v4 ,"Willoughby, Malcom R.",NEC: Master Diver,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
404,F498,Destro,,Armor-Tech Destro,4,,,Destro v4 ,James McCullen Destro,Cyber Tech Weapons Dealer,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
405,F499,Dhalsim,,,1,,"""Fire Fist"" action",Dhalsim v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
406,F500,Dr. Mindbender,,,2,,,Dr. Mindbender v2 ,,,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
407,F501,Duke,,,4,,,Duke v4 ,"Hauser, Conrad S.",Ranger,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
408,F502,Duke,,Armor-Tech Duke,5,,,Duke v5 ,"Hauser, Conrad S.",Ranger,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
409,F503,Edmond Honda,,,1,,"""Hundred Hand Slap"" action",Edmond Honda v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
410,F504,Eel,,"Eels, Cobra Eel, or Cobra Eels",3,,,Eel v3 ,,Underwater Demolitions,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
411,F505,Firefly,,,3,,,Firefly v3 ,Classified,Saboteur,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
412,F506,Flak-Viper,,Cobra Flak-Viper,2,,,Flak-Viper v2 ,,Anti-Tank Trooper,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
413,F507,Frostbite,,,3,,,Frostbite v3 ,"Seward, Farley S.",Arctic Special Operations,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
414,F508,General Flagg,,,2,,,General Flagg v2 ,"Flagg III, James L.",Chief Strategic Commander,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
415,F509,General Hawk,,Hawk or General Hawk v3,5,,,General Hawk v5 ,"Abernathy, Clayton M.",,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
416,F510,General Hawk,,"Hawk, General Hawk v4, or Armor-Tech Hawk",6,,,General Hawk v6 ,"Abernathy, Clayton M.",Strategic Command Operations,1,,13,,,,retail,0,,1,Armor-Bot,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
417,F511,Gristle,,,1,,,Gristle v1 ,"Rogers, Danimal J.",,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
418,F512,Guile,,,1,,,Guile v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
419,F513,Guile,,Championship Edition Guile,2,,,Guile v2 ,,,1,,13,,,,retail,0,,1,Sonic Boom Tank,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
420,F514,Gung-Ho,,,4,,,Gung-Ho v4 ,"LaFitte, Ettiene R.",Reconnaissance,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
421,F515,Gung-Ho,,Mega Marine Gung-Ho,5,,,Gung-Ho v5 ,"LaFitte, Ettiene R.",Bio-Military Expert,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
422,F516,H.E.A.T. Viper,,,2,,,H.E.A.T. Viper v2 ,,Anti-Tank Trooper,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
423,F517,Headhunter Stormtroopers,,Headhunter Stormtrooper,1,,,Headhunter Stormtroopers v1 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
424,F518,Headhunters,,Headhunter,2,,,Headhunters v2 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
425,F519,Heavy Duty,,Armor-Tech Heavy Duty,2,,,Heavy Duty v2 ,"Morris, Lemont A.",Heavy Anti-Armor Weapons,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
426,F520,Iceberg,,,2,,,Iceberg v2 ,"Nash, Clifton L.",Cold Weather Survival Instructor,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
427,F521,Interrogator,,,2,,,Interrogator v2 ,,,2,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
428,F522,Jinx,,Cobra Infiltrate Jinx or Undercover Jinx,2,,,Jinx v2 A,,,2,,15,,,,convention,0,1993 G.I. Joe Convention,0,,1993 G.I. Joe Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
429,F524,Keel-Haul,,,2,,,Keel-Haul v2 A,"Colby, Everett P.",Naval Command General Staff,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
430,F526,Ken Masters,,,1,,,Ken Masters v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
431,F527,Ken Masters,,Championship Edition Ken Masters,2,,,Ken Masters v2 ,,,1,,13,,,,retail,0,,1,Dragon Fortress,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
432,F528,Law,,Law & Order,3,,,Law v3 ,"Lavigne, Christopher M.",Military Policeman,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
433,F529,Leatherneck,,,3,,,Leatherneck v3 ,"Metzger, Wendell A.",Marine Drill Sergeant,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
434,F530,Long Arm,,,1,,,Long Arm v1 ,"Mangiaratti, Thomas P.",Initial Assault,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
435,F531,Low-Light,,Dino Hunter Low-Light,4,,,Low-Light v4 ,"MacBride, Cooper G.",Night Spotter,1,,13,,,,retail,0,Toys R Us,1,Dino-Hunter Mission Playset,Toys R Us exclusive,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
436,F532,M. Bison,,,1,,,M. Bison v1 A,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
437,F534,M. Bison,,Championship Edition M. Bison,2,,,M. Bison v2 A,,,2,,13,,,,retail,0,,1,Crimson Cruiser,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
438,F536,Mace,,,1,,,Mace v1 ,"Bowman, Thomas S.",Undercover Surveillance,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
439,F537,Major Altitude,,,2,,,Major Altitude v2 ,"Owens, Robert D.",,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
440,F538,Mega-Vipers,,Mega-Viper,1,,,Mega-Vipers v1 ,,Mega-Monster Trainers/Handlers,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
441,F539,Mirage,,Mega Marine Mirage,1,,,Mirage v1 ,"Balkun, Joseph H.",Rocket-Fire Assaults,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
442,F540,Monstro-Vipers,,Monstro-Viper,1,,,Monstro-Vipers v1 ,,Bio-Genetic Mega-Marine Hunters,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
443,F541,Muskrat,,,3,,,Muskrat v3 ,"Williams, Ross A.",Infantry,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
444,F542,Mutt & Junkyard,,Mutt,4,,,Mutt & Junkyard v4 ,"Perlmutter, Stanley G.",K-9 Officer,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
445,F543,"Name Your Own ""Create a Cobra""",,Create-a-Cobra,1,,,"Name Your Own ""Create a Cobra"" v1 ",,Intelligence,2,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
446,F544,Night Creeper,,Night-Creeper or Ninja Force Night Creeper,2,,"""Banzai Bash"" action",Night Creeper v2 ,,Field Intelligence,2,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
447,F545,Night Creeper Leader,,Cobra Night Creeper Leader,1,,,Night Creeper Leader v1 ,,,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
448,F546,Nitro-Viper,,,1,,,Nitro-Viper v1 ,,DETONATOR Driver,2,10,13,,,,retail,0,,1,Detonator,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
449,F547,Outback,,Eco Warrior Outback,3,,,Outback v3 ,"Selkirk, Stuart R.",Infantry,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
450,F548,Outback,,,4,,,Outback v4 ,"Selkirk, Stuart R.",Infantry,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
451,F549,Ozone,,Star Brigade Ozone,2,,,Ozone v2 ,"Kunitz, David P.",Environmental Health Specialist,1,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
452,F550,Ozone,,Star Brigade Ozone,3,,,Ozone v3 ,"Kunitz, David P.",Environmental Health Specialist,1,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
453,F551,Payload,,Star Brigade Payload,3,,,Payload v3 ,"Morgan, Mark Jr.",Space Shuttle Astronaut,1,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
454,F552,Red Ninjas,,Red Ninja,1,,"""Shogun Slice"" action",Red Ninjas v1 ,,Battle Ax Vehicle Operators,2,6,13,,,,retail,0,,1,Ninja Raider Battle Ax,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
455,F554,Roadblock,,,5,,,Roadblock v5 ,"Hinton, Marvin F.",Heavy Machine Gunner,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
456,F555,Roadblock,,Star Brigade Roadblock,6,,,Roadblock v6 ,"Hinton, Marvin F.",Heavy Machine Gunner,1,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
457,F556,Robo-J.O.E.,,Robo-JOE,1,,,Robo-J.O.E. v1 ,"Scott, Greg D.",Criminal Termination,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
458,F557,Rock 'N Roll,,Armor-Tech Rock 'N Roll,4,,,Rock 'N Roll v4 ,"McConnel, Craig S.",Cybernetic Heavy Weapons Specialist,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
459,F558,Ryu,,,1,,"""Dragon Punch"" action",Ryu v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
460,F559,Ryu,,Championship Edition Ryu,2,,"""Dragon Punch"" action",Ryu v2 ,,,1,,13,,,,retail,0,,1,Dragon Fortress,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
461,F560,Sagat,,,1,,"""Tai Chop"" action",Sagat v1 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
462,F561,Scarlett,,Ninja Force Scarlett,2,,,Scarlett v2 A,"O'Hara, Shana M.",Counter Intelligence,1,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
463,F563,Sci-Fi,,Star Brigade Sci-Fi,3,,,Sci-Fi v3 ,"Pine, Seymour P.",Laser Weapons Systems Operator,1,9,13,,,,retail,0,,1,Starfighter,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
464,F564,Slice,,Ninja Force Slice,2,,"""Scorpion Slash"" action",Slice v2 ,,Cobra Ninja Swordsman,2,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
465,F565,Snake-Eyes,,Snake Eyes or Ninja Force Snake -Eyes,5,,"""Basami Slice"" action",Snake-Eyes v5 ,Classified,Infantry,1,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
466,F566,Snow Serpent,,Arctic Commando Snow Serpent,3,,,Snow Serpent v3 ,,,2,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
467,F567,Snow Storm,,Eco Warrior Snow Storm,1,,,Snow Storm v1 ,"Suarez, Guillermo",Arctic Warfare,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
468,F568,Snow Storm,,,2,,,Snow Storm v2 ,"Suarez, Guillermo",Arctic Warfare,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
469,F569,Spirit ,,,4,,,Spirit  v4 ,"Iron-Knife, Charlie",Infantry,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
470,F570,Stalker,,Arctic Commando Stalker,4,,,Stalker v4 ,"Wilkinson, Lonzo R.",Infantry,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
471,F571,Sub-Zero,,Arctic Commando Sub-Zero,2,,,Sub-Zero v2 ,"Habershaw, Mark",Winter Operations Specialist,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
472,F572,T.A.R.G.A.T. ,,Star Brigade T.A.R.G.A.T.,2,,,T.A.R.G.A.T.  V2,,,2,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
473,F573,T'Gin-Zu,,,1,,"""Sampai Shave"" action",T'Gin-Zu v1 ,"Rainone, Joseph R.",Pile Driver Vehicle Operator,1,6,13,,,,retail,0,,1,Ninja Raider Pile Driver,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
474,F574,Vega,,,1,,"""Matador Mash"" action",Vega v1 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
475,F575,Wet-Suit,,,4,,,Wet-Suit v4 ,"Forrest, Brian M.",S.E.A.L.,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
476,F576,Wild Bill,,,3,,,Wild Bill v3 ,"Hardy, William S.",Aero-Scout,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
477,F577,Zangief,,,1,,,Zangief v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
478,F578,Zartan,,Ninja Force Zartan,2,,"""Moroto Chop"" action",Zartan v2 ,,Master of Disguise,4,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
479,F579,Action Marine,,,1,,,Action Marine v1 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
480,F580,Action Pilot,,,1,,,Action Pilot v1 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
481,F581,Action Pilot,,,2,,,Action Pilot v2 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
482,F582,Action Pilot Astronaut,,,1,,,Action Pilot Astronaut v1 ,,,1,,14,,,,retail,0,,1,Action Space Capsule,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
483,F583,Action Sailor,,,1,,,Action Sailor v1 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
484,F584,Action Sailor,,,2,,,Action Sailor v2 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
485,F585,Action Soldier,,,1,,,Action Soldier v1 ,,,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
486,F586,Alley Viper,,,3,,,Alley Viper v3,,Urban Assault Trooper,2,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
487,F587,Beach-Head,,Beach Head,3,,,Beach-Head v3,"Sneeden, Wayne R.",Small Arms Armorer,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
488,F588,Blackstar,,Cobra Blackstar,1,,,Blackstar v1 ,,Elite Space Pilot,2,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
489,F589,Bushido,,,2,,"""Teisho Punch"" action",Bushido v2 ,"Goldfine, Lloyd S.",Cold Weather Specialist,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
490,F590,Carcass,,,1,,,Carcass v1 A,,Mercenary Hunter,2,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
491,F591,Cobra Commander,,Star Brigade Cobra Commander,7,,,Cobra Commander v7 ,Classified,,2,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
492,F592,Countdown,,Star Brigade Countdown,3,,,Countdown v3 ,"Dubosky, David D.",Astronaut/Fighter Pilot,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
493,F593,Dial-Tone,,,4,,,Dial-Tone v4,"Morelli, Jack S.",Radio Telecommunications,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
494,F594,Duke,,Star Brigade Duke,6,,,Duke v6 ,"Hauser, Conrad S.",Battle Commander,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
495,F595,Effects,,,1,,,Effects v1 ,"Beck, Aron",Explosives/Munitions Ordnance,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
496,F596,Fighter Pilot,,,1,,,Fighter Pilot v1 ,,,1,,14,,,,convention,0,1994 G.I. Joe Convention,0,,1994 G.I. Joe Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
497,F597,Flint,,,4,,,Flint v4 A,"Fairborne, Dashiell R.",Paratrooper Operations,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
498,F598,G.I. Joe,,Green Beret ,1,,,G.I. Joe v1 ,"Colton, Joseph B.",G.I. Joe X-O (Executive Officer),1,,14,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
499,F599,Gears,,,1,,,Gears v1 ,"Morrone, Joseph A.",Chief Engineer (Special Projects),1,,14,,,,retail,0,,1,Power Fighter (Gears),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
500,F600,Ice Cream Soldier,,,1,,,Ice Cream Soldier v1,"Ragan, Tom-Henry",Fire Operations Expert,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
501,F601,Lifeline,,,4,,,Lifeline v4 A,"Steen, Edwin C.",Medic,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
502,F604,Lobotomaxx,,,1,,,Lobotomaxx v1 A,,Bounty Hunter,2,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
503,F605,Major Bludd,,,3,,,Major Bludd v3,"Bludd, Sebastian",Terrorist,2,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
504,F606,Metal-Head,,,2,,,Metal-Head v2 ,"Finlay, Stuart A.",Tank Destruction,2,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
505,F607,Night Creeper,,Night-Creeper or Shadow Ninja Night Creeper,3,,"""Creeper Chop"" action",Night Creeper v3 ,,Field Intelligence,2,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
506,F608,Night Creeper Leader,,,2,,,Night Creeper Leader v2,,,2,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
507,F609,Nunchuk,,Shadow Ninja Nunchuk,2,,"""Samurai Smash"" action",Nunchuk v2 ,"Badducci, Ralph",Self-Defense Instructor,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
508,F610,Ozone,,Star Brigade Ozone,4,,,Ozone v4 ,"Kunitz, David F.",Enviromental Health,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
509,F611,Payload,,Star Brigade Payload,4,,,Payload v4 ,"Morgan, Mark Jr.",Space Shuttle Astronaut,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
510,F612,Payload,,Star Brigade Payload,5,,,Payload v5 ,"Morgan, Mark Jr.",Space Shuttle Astronaut,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
511,F613,Predacon,,,1,,,Predacon v1 A,,Alien Tracking,2,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
512,F614,Roadblock,,Star Brigade Roadblock,7,,,Roadblock v7 A,"Hinton, Marvin F.",Heavy Machine Gunner,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
513,F616,Sci-Fi,,Star Brigade Sci-Fi,4,,,Sci-Fi v4 ,"Pine, Seymour P.",Space Fighter Pilot,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
514,F617,Shipwreck,,,2,,,Shipwreck v2 A,"Delgado, Hector X.",Gunners Mate,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
515,F619,Slice,,Shadow Ninja Slice,3,,,Slice v3 ,,Cobra Ninja Swordsman,2,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
516,F620,Snake-Eyes,,Snake Eyes or Shadow Ninja Snake-Eyes,6,,,Snake-Eyes v6 ,Top Secret,Infantry,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
517,F621,Snow Storm,,,3,,,Snow Storm v3,"Suarez, Guillermo",Arctic Warfare,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
518,F622,Space Shot,,,1,,,Space Shot v1 ,"Roberts, George A.",Interstellar Pilot,1,9,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
519,F623,Stalker,,,5,,,Stalker v5 A,"Wilkinson, Lonzo R.",Infantry,1,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
520,F625,Storm Shadow,,Shadow Ninja Storm Shadow,4,,,Storm Shadow v4 ,"Arashikage, Thomas S.",Covert Operations,1,,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
521,F626,Techno-Viper,,Star Brigade Techno-Viper,2,,,Techno-Viper v2 A,,,2,,14,,,,retail,0,,1,Power Fighter (Techno-Viper),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
522,F628,Viper,,,3,,,Viper v3,,,2,10,14,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
523,F629,Windchill,WINDCHILL_2,,2,,,Windchill v2 ,"McDonald, Jim",Blockbuster Driver,1,10,14,,,,retail,0,,1,Blockbuster,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
